Notes,Age of Mother,Age of Mother Code,ICD Chapter,ICD Chapter Code,Age of Infant at Death,Age of Infant at Death Code,Gender,Gender Code,Year of Death,Year of Death Code,Deaths,Births,Death Rate
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2018,2018,0,533397,0
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2019,2019,Suppressed,532182,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2020,2020,0,522569,0
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Female,F,2021,2021,0,544343,0
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2007,2007,Suppressed,492378,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2008,2008,Suppressed,490025,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2009,2009,Suppressed,487983,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2010,2010,0,491750,0
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2011,2011,0,505008,0
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2012,2012,Suppressed,518165,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2013,2013,Suppressed,530707,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2014,2014,0,553467,0
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2015,2015,Suppressed,560429,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2016,2016,Suppressed,568484,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2017,2017,0,558855,0
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2018,2018,Suppressed,557300,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2019,2019,0,557099,0
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2020,2020,0,547415,0
,30-34 years,30-34,Neoplasms,C00-D48,Under 1 hour,1,Male,M,2021,2021,0,570712,0
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2007,2007,Suppressed,469553,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2008,2008,0,466698,0
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2009,2009,Suppressed,467263,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2010,2010,Suppressed,470420,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2011,2011,Suppressed,481674,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2012,2012,Suppressed,495251,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2013,2013,Suppressed,506220,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2014,2014,Suppressed,527591,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2015,2015,0,534264,0
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2016,2016,0,542558,0
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2017,2017,0,533062,0
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2018,2018,Suppressed,533397,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2019,2019,0,532182,0
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2020,2020,Suppressed,522569,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Female,F,2021,2021,0,544343,0
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2007,2007,0,492378,0
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2008,2008,Suppressed,490025,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2009,2009,Suppressed,487983,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2010,2010,0,491750,0
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2011,2011,Suppressed,505008,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2012,2012,Suppressed,518165,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2013,2013,Suppressed,530707,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2014,2014,Suppressed,553467,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2015,2015,Suppressed,560429,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2016,2016,0,568484,0
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2017,2017,Suppressed,558855,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2018,2018,0,557300,0
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2019,2019,Suppressed,557099,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2020,2020,Suppressed,547415,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 23 hours,2,Male,M,2021,2021,0,570712,0
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2007,2007,0,469553,0
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2008,2008,Suppressed,466698,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2009,2009,Suppressed,467263,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2010,2010,Suppressed,470420,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2011,2011,Suppressed,481674,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2012,2012,Suppressed,495251,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2013,2013,Suppressed,506220,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2014,2014,Suppressed,527591,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2015,2015,Suppressed,534264,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2016,2016,0,542558,0
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2017,2017,Suppressed,533062,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2018,2018,Suppressed,533397,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2019,2019,0,532182,0
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2020,2020,Suppressed,522569,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Female,F,2021,2021,Suppressed,544343,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2007,2007,0,492378,0
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2008,2008,Suppressed,490025,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2009,2009,0,487983,0
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2010,2010,0,491750,0
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2011,2011,Suppressed,505008,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2012,2012,0,518165,0
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2013,2013,Suppressed,530707,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2014,2014,Suppressed,553467,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2015,2015,Suppressed,560429,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2016,2016,Suppressed,568484,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2017,2017,Suppressed,558855,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2018,2018,0,557300,0
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2019,2019,Suppressed,557099,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2020,2020,Suppressed,547415,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,1 - 6 days,3,Male,M,2021,2021,Suppressed,570712,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2007,2007,Suppressed,469553,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2008,2008,0,466698,0
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2009,2009,Suppressed,467263,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2010,2010,Suppressed,470420,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2011,2011,Suppressed,481674,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2012,2012,Suppressed,495251,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2013,2013,Suppressed,506220,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2014,2014,Suppressed,527591,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2015,2015,Suppressed,534264,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2016,2016,Suppressed,542558,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2017,2017,0,533062,0
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2018,2018,Suppressed,533397,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2019,2019,0,532182,0
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2020,2020,0,522569,0
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Female,F,2021,2021,Suppressed,544343,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2007,2007,Suppressed,492378,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2008,2008,Suppressed,490025,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2009,2009,0,487983,0
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2010,2010,Suppressed,491750,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2011,2011,Suppressed,505008,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2012,2012,Suppressed,518165,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2013,2013,Suppressed,530707,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2014,2014,0,553467,0
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2015,2015,Suppressed,560429,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2016,2016,Suppressed,568484,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2017,2017,0,558855,0
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2018,2018,Suppressed,557300,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2019,2019,Suppressed,557099,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2020,2020,Suppressed,547415,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,7 - 27 days,4,Male,M,2021,2021,0,570712,0
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2007,2007,Suppressed,469553,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2008,2008,Suppressed,466698,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2009,2009,Suppressed,467263,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2010,2010,Suppressed,470420,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2011,2011,Suppressed,481674,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2012,2012,14,495251,0.03 (Unreliable)
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2013,2013,Suppressed,506220,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2014,2014,20,527591,0.04
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2015,2015,Suppressed,534264,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2016,2016,Suppressed,542558,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2017,2017,10,533062,0.02 (Unreliable)
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2018,2018,10,533397,0.02 (Unreliable)
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2019,2019,12,532182,0.02 (Unreliable)
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2020,2020,10,522569,0.02 (Unreliable)
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Female,F,2021,2021,Suppressed,544343,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2007,2007,Suppressed,492378,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2008,2008,Suppressed,490025,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2009,2009,12,487983,0.02 (Unreliable)
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2010,2010,Suppressed,491750,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2011,2011,13,505008,0.03 (Unreliable)
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2012,2012,14,518165,0.03 (Unreliable)
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2013,2013,Suppressed,530707,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2014,2014,Suppressed,553467,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2015,2015,Suppressed,560429,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2016,2016,17,568484,0.03 (Unreliable)
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2017,2017,Suppressed,558855,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2018,2018,Suppressed,557300,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2019,2019,10,557099,0.02 (Unreliable)
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2020,2020,Suppressed,547415,Suppressed
,30-34 years,30-34,Neoplasms,C00-D48,28 - 364 days,5,Male,M,2021,2021,11,570712,0.02 (Unreliable)
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2007,2007,0,469553,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2008,2008,0,466698,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2009,2009,0,467263,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2010,2010,0,470420,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2011,2011,0,481674,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2012,2012,0,495251,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2013,2013,0,506220,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2014,2014,Suppressed,527591,Suppressed
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2015,2015,0,534264,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2016,2016,Suppressed,542558,Suppressed
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2017,2017,Suppressed,533062,Suppressed
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2018,2018,0,533397,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2019,2019,Suppressed,532182,Suppressed
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2020,2020,0,522569,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Female,F,2021,2021,0,544343,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2007,2007,Suppressed,492378,Suppressed
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2008,2008,0,490025,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2009,2009,0,487983,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2010,2010,Suppressed,491750,Suppressed
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2011,2011,0,505008,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2012,2012,0,518165,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2013,2013,0,530707,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2014,2014,0,553467,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2015,2015,0,560429,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2016,2016,Suppressed,568484,Suppressed
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2017,2017,0,558855,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2018,2018,0,557300,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2019,2019,0,557099,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2020,2020,0,547415,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Under 1 hour,1,Male,M,2021,2021,0,570712,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Female,F,2007,2007,0,469553,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Female,F,2008,2008,0,466698,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Female,F,2009,2009,0,467263,0
,30-34 years,30-34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1 - 23 hours,2,Female,F,2010,2010,Suppressed,470420,Suppressed
